movie_id,review_id,author,title,text,rating,date,upvotes,downvotes,last_update,to_process
tt6208148,rw10435504,elmaryann,Now this is Snow White!,"Since I was a little girl, I adored Snow White. I dressed up as her, watched the movie over 100 times, I just loved her! And to see this live action Snow White made my heart skip a beat. I prefer this version to the original as it shows better character development with Snow White and it gives better context and lore to the story overall. The songs were incredible, the actors were well casted. I couldn't wish for anything better! This is now my favourite Disney princess movie! Thank you Disney! You have brought back the younger version of myself and have healed a part of me! I think though that Gal Gadot could have had more emotion when conveying her lines but to be honest everything about this film was outstanding! Going to go watch it again soon!",10.0,2025-04-06,6,58,2025-04-20 09:05:02,0
tt6208148,rw10455283,ahilsb,It just sucks,"Please give it another name and it will all be ok.
""Snowhite 2025"" is a visually chaotic mess that completely misses the charm of the original fairy tale. The plot is convoluted, the characters are underdeveloped, and the attempt to modernize the story falls flat. The CGI is overwhelming and distracts from the already weak narrative. Even talented actors can't save the wooden dialogue and lack of emotional depth. Instead of feeling fresh or bold, the movie feels like a soulless cash grab. It's hard to stay engaged when the pacing drags and the magic of Snow White is nowhere to be found. A disappointing reimagining that fails on almost every level.",1.0,2025-04-15,18,1,2025-04-20 09:05:02,0
tt6208148,rw10405374,maryskywalker11,Should have gone directly to Disney+,"Disney Studios should have sent this film straight to Disney+ and cut their losses. It simply isn't good. Is it as bad as everyone else is saying? Nope. But it's definitely not good.

I love the original film - Snow White is my favorite Princess. I appreciate the deep historical significance of the original + the history of film. It is what gave Disney his empire and this movie DOES NOT pay homage to that. Insulting & and a shame! Reverence should have been shown to the source material.

First and foremost...there are some major plot changes that are poorly articulated and written into the film. Enough changes that the essence + tone of the story was truly shifted. If you're walking in as a fan (like I was) you'll leave disappointed. This film is more like Tangled than Snow White to be honest. You have to approach this as a stand alone film - because it basically is. This is NOT Snow White and the Seven Dwarves. Far from it.

The songs are catchy - and sound like every other musical inspired by Lin Manuel Miranda. Oh and this is very much a musical. That caught me off guard. Even the Queen gets an upbeat musical number! Eliminating classic songs like ""I'm Wishing"" & ""Someday my Prince will come"" was a miss. These new songs are catchy but not memorable.

Gal Gadot was horribly cast. And I'm a fan of hers! She's gorgeous and her costumes were breathtaking (honestly one of the highlights of the film for me), but her performance is terribly flat and unbelievable. Disney doesn't know how to write villains anymore! Giving her musical numbers really took away from her ""evil"" believability. Also the cause of her death? Unclear and confusing, like every other plot shift in this film.

Rachel isn't likable or believable as her character either - I imagine even IF you didn't know all the PR nightmare drama she'd spun prior to the release, you wouldn't love her as ""Snow White."" I still can't wrap my head around her casting. Why? I can list 5 other actresses off the top of my head who would have better fit the role & respected the honor placed on her shoulders. The only compliment I can pay to her is on her voice! She has some pipes, but ghat's about it. I'm convinced her voice is what's keeping her in Hollywood, because she simply cannot act.

The CGI Dwarves are unforgivable. Other than Dopey, they're FRIGHTENING & uncomfortable to look at. Their voices too are strange choices. There's nothing whimsical about them! Also avoiding utilizing actors with dwarfism to play lead roles for this film is insulting and truly a missed opportunity. What we got was garish. Their home/cottage however was my favorite part of the film! The only thing that truly pays homage to the cartoon. It was such a beautiful set piece! Holy cow! It was fun seeing their home come to life.

Other misfires:
Snow's hideous dress + haircut
overuse of CGI
oversaturated color palate
rewriting the ""prince's"" role
lack of romance (what we got was underdeveloped at best), overuse of tired ""girl boss"" motif
poorly written script + disjointed storytelling
lack of true Disney magic & putting out a film that feels soulless and generic.


Should you pay to see this film? NO. Wait to watch on Disney+ if you must. Fans of the real Snow White (like me) will be sorely disappointed. Such a shame! I hope this slows down Disney's live action remake pipeline. May it be a lesson learned. Poor Walt is rolling in his grave for sure. Can Disney find their magic again?",4.0,2025-03-26,6,7,2025-04-20 09:05:02,0
tt0029583,rw10389773,aramis-112-804880,Charming animated feature,"""Snow White and the Seven Dwarfs"" was for a long time considered Uncle Walt's greatest achievement. And it's still good.
The spoilsports of the world gang up against it. They're like the huntsman, only they'd thrust the dagger deep into Snow White's heart. Me? I see so little good in the world I hate to destroy what there is of it. Always remember, good builds; evil destroys.
So, does the old broad ""Snow White"" hold up as we approach her century? Well, parts of it. It is, perhaps, a little too cutesy these days, though it moves like lightning and will probably charm children today as it charmed in me in its thirty-year re-release.
Parts of it are troubling, such as Snow White's breaking and entering. Had that been my home she'd have been cuffed and booked. And her voice is annoying. (Talking of Snow White's voice, here's a trivia question: what is the single connection between Disney's ""Snow White"" and MGM's ""Wizard of Oz?"")
Surely the award for Disney's greatest achievement in animation belongs to ""Pinoccho."" And my favorite is ""Cinderella,"" though that may be because I played a minor role in a play based on the movie in 2nd grade. I was the guy with the monocle, though monocles were fewer on the ground then than they are in these post-steampunk days.
The introduction of the dwarfs is every bit as dazzling as it was when I saw it in a theatre at six. And while Snow White is occasionally cloying, the dwarfs (Tolkien would have something to say about that!) are all great. And though it's a far cry from today's music, I can't quibble with the songs. I like to sing along. Heigh-ho!
If you don't like it, that's your right. But don't poison others, who might enjoy it, against it. Don't destroy. Find something constructive to say. Be a builder.",10.0,2025-03-20,6,1,2025-04-20 09:01:00,0
tt0029583,rw10104294,boyntonbailey,A Movie Milestone,"Where would the animation world be without the humongous success of Snow White and the Seven Dwarfs? If the movie failed back in 1937, there would be no Disney Company today, no Lion King, and no Disneyland. Disney's Folly, as critics first called it, would probably have scared any other industry from attempting such an ambitious and innovative project. Pixar may not have ever had the chance to put out their groundbreaking features, and even the Disney- and fairy tale-bashing Shrek may never have been made if Snow White didn't set the course for the world of the animated feature.
There must have been tremendous pressure on everyone involved in the making of Snow White, but they did not disappoint. The end result includes a timeless story, classic songs, and beautiful imagery that will live on for future generations to enjoy. In fact, this was only the second movie that captured my nieces' full attention spans (The Lion King being the first).
In my opinion, the story was great but not perfect. It's not as exciting or filled with as much witty remarks as today's animated features, but as soon as the dwarfs are introduced, the movie takes on an endearing lighter side. For the record, my favorite dwarf is Doc, because I can relate to him being a strong leader with some very humanistic follies, such as always getting tongue-tied (I do that myself all too often). All the songs stand out in their own way. 'Some Day My Prince Will Come' is a classic, fairy-tale ballad. 'Heigh-Ho,' 'Dig, Dig, Dig,' and 'Whistle While You Work' are great songs to pick up your spirits when you have to go to work, do chores, or do homework. And my favorite, 'The Silly Song,' is just a great, catchy, and funny song. As for the imagery, it's just breathtaking, especially considering how early it was introduced. The colors are rich and lively, and the multi-plane camera does add some great depth to the movie.
As you can tell, for an animation and Disney fan like myself, Snow White is a perfect milestone in the movie world. Even compared to the animation and storytelling styles of today, Snow White still stands the test of time. Kudos to everyone involved in this picture as their work will live on forever.
My IMDb Rating: 10/10. My Yahoo! Grade: A+ (Oscar-Worthy)",10.0,2024-11-02,1,0,2025-04-20 09:01:00,0
tt0029583,rw9730709,AgentPhoenixxx,The first ever Disney movie and a technical marvel for the time,"Snow White was a milestone that defined animation as a medium and got Disney off to a great start. It is unfortunately kept from perfection by glaring issues. The story is a classic we have all likely heard before, Snow White is a young women who gets chased from her home and lives in the forest with dwarves.
The animation is absolutely stellar for the time and holds up remarkably well today. The movie is full of happy, charming moments and the witch is the highlight of the movie.
It has some minor pacing issues The important plot points are rushed and the smaller things get a lot of screen time, now that isn't necessarily a bad thing but watching the dwarves shenanigans for over 15 minutes is probably not up everyone's alley and frankly feels like filler. The music ranges from catchy to an absolute miss, which is likely due to the audio quality of the time. The plot is very similar to sleeping beauty and other later Disney movies and while Snow White gets credit for being the first, later movies did it better.
Overall this is a fun, well animated movie especially for its time! Snow White is definitely overrated but I would still recommend everyone see it at least once. Kids are likely going to get more enjoyment out of this one than adults.",5.0,2024-04-11,0,9,2025-04-20 09:01:00,0
tt0029583,rw10408196,sales-315,A Timeless Classic: The Enduring Magic of Snow White and the Seven Dwarfs,"Few films in cinematic history hold the same cultural and artistic significance as Snow White and the Seven Dwarfs. Released in 1937, this film was not just Walt Disney's first full-length animated feature-it was a groundbreaking achievement that forever changed the landscape of animation and storytelling. It remains an enduring testament to a bygone era, one in which simplicity, kindness, and moral values were deeply ingrained in everyday life. The film is a work of art, filled with heartwarming innocence, breathtaking animation, and a profound sense of optimism.
What makes Snow White and the Seven Dwarfs so beloved, even nearly a century later, is its emphasis on the fundamental principles that defined Walt Disney's vision: beauty, goodness, and an unwavering belief in happily ever afters. The film exudes a warmth and sincerity that is rare in modern cinema. Snow White herself embodies a gentle spirit, one that faces hardship with grace and perseverance. She does not allow cruelty or misfortune to harden her heart. Instead, she chooses kindness, treating even the most unexpected friends-the seven dwarfs-with the same warmth and generosity she would show to a noble prince.
The dwarfs, too, represent timeless values. Each of them, despite their quirks and unique personalities, showcases loyalty, devotion, and a strong moral compass. They take Snow White in without hesitation, demonstrating a selflessness that speaks to the very heart of the film. Even in its moments of peril, when the Evil Queen's jealousy and malice cast a dark shadow over Snow White's innocent world, the film does not linger on despair. Instead, it reminds us that goodness will always prevail over evil, and that love-be it romantic love, friendship, or familial love-has the power to overcome even the darkest of curses.
In many ways, Snow White and the Seven Dwarfs is a reflection of an era when storytelling prioritized virtue over cynicism. It invites viewers into a world where love triumphs over hate, where hard work is rewarded, and where beauty is as much about kindness as it is about outward appearance. These themes have resonated with generations, making the film not just a piece of entertainment, but a cherished part of childhood for millions around the world.
It is precisely because of this deep, nostalgic connection to the original film that the upcoming Snow White remake has been met with skepticism and concern. Disney, once synonymous with upholding traditional values while introducing them to new audiences, seems determined to dismantle the very heart of what made the original so special. Instead of preserving the timeless themes of kindness, virtue, and love, the remake appears to be more focused on rewriting the past, erasing the essence of Walt Disney's vision rather than celebrating it.
While evolution in storytelling is natural, there is something to be said for respecting the integrity of a classic. The original Snow White and the Seven Dwarfs was never just a fairy tale-it was a promise to audiences that magic still exists in the world, that beauty and kindness are worth aspiring to, and that there is power in hope. To strip the story of its fundamental principles is to strip it of its very soul.
What remains to be seen is whether modern audiences, especially younger generations, will continue to appreciate the magic of the original. With its enchanting animation, unforgettable characters, and music that still brings a tear to the eye, Snow White and the Seven Dwarfs is more than just a film-it is a legacy. One that, no matter how many remakes come and go, will always shine brighter than any attempt to redefine it.",10.0,2025-03-27,13,0,2025-04-20 09:01:00,0
tt0029583,rw9539174,flippyfrogman,Every Disney Movie Reviewed (#1),"As you probably know, Snow White and the Seven Dwarves was Disney's first dive into the world of feature-length movies, and for what it is... it's pretty good. I'm not head-over-heels in love with this movie like some other people may be, mostly because Disney didn't really master stretching a story out to a full hour-and-a-half as they would later on, but I still think this movie's great. The animation has aged incredibly well, especially considering this was only 9 years after Steamboat Willie, you can definitely see the improvements. As for the story, it does have one, but a lot more focus is put on admittedly entertaining scenes that really only exist to pad out the runtime. The pacing is definitely the movie's major problem, as you've probably heard a lot of others say. The characters are alright. The dwarves are definitely the most entertaining and dynamic characters, a lot of the movie's comedy come from them. But Snow White and the Queen are pretty bland. And Snow White's rotoscoped face is the only bit of animation that has not aged well here, it just looks uncanny. Music has always been a staple for Disney movies, and this one has some pretty good songs, especially Whistle While You Work and Heigh-Ho. Oh yeah, and the ending is really abrupt. But honestly, despite its flaws, this was quite a strong start to the Disney Animated Canon, and to Disney movies as a whole. 8/10.",8.0,2024-01-03,0,1,2025-04-20 09:01:00,0
tt0029583,rw9443843,simonabiancaa,Your original fairytale,"My whole childhood consisted of Walt Disney productions and I've always felt they truly contributed to making me a better person, so I wanted to rewatch them now, as an adult, as a personal project and to see how I view them with my grown-up eyes. I know that there has been quite a fuss upon the Disney old movies in terms of political correctness, body appreciation, beauty standards and all that, but my old soul has always chosen to see beyond that (even when I didn't have the filters I have nowadays).
While there are a lot of things that have ""improved"" as the years passed by and technology evolved, my heart still melts eveytime I see scenes from these movies. I believe the nostalgia, along with the purity sense that this movie comes with, really have a lot to teach us. As a kid, I truly believe your untouched eyes and visions only see the good and the beauty (or so I tend to believe) and this kind of movies teaches us the first, most basic and beautiful lessons: to be good, graceful, considerate, to accept others and to love them as they are (of course, exceptional cases not included here), to be in harmony with nature, with other creatures, with yourself, to not harm others, to help them, to do good and be good. Why this urge to ""teach"" children and show them the raw, real world when they are at such little age? Why this hatred on these ""fairytales"" that do not prepare children for the harsh experiences that will face? It's childhood and it's the time we're at our purest for a reason. I grew up watching these movies and reading the stories behind them, as well as other fairytales and ""good wins over evil"" stories and I don't feel like I've been fooled in any way. On the contrary, I truly believe my empathic sense that I have had since childhool was mostly due to the understanding these movies taught me to have over others. And to look up at role models, not in terms of beauty or ""woman's role"" (because I am a young woman), but in terms of what a good heart can do and how it impacts others.
Anyway, beautiful movie, beautiful graphic, astonishing music. I truly hope I will get to show all these to my child one day when I will have one (or more).
10/10.",10.0,2023-11-19,3,1,2025-04-20 09:01:00,0
tt6208148,rw10446651,mandakhristine-33503,Don't believe the negative reviews,"This was an enjoyable film. Could they have picked an actress that fit Snow White better? Yes. Did she do a good job in the role? Also, yes. The music was good. The storyline was good. Gal Gadot was gorgeous. The dwarves were a little funky but Dopey was adorable. I thought her and the actor who played her love interest had good chemistry, despite what the reveiws say. It also did a great job in incorporating an actual message that the original film did not have. This is a small issue but one of my favorite parts of the original were the beauty of the gems the dwarves mined. This movie did a horrrible job at imitating them. They looked like cheap plastic. Overall, this film doesn't deserve a fraction of the hate it's getting. Highly recommend.",7.0,2025-04-11,4,25,2025-04-20 09:05:02,0
tt0029583,rw10199813,jxr-84975,"Visually Striking, but Cliched and Outdated","Disney's adaptation of the classic tale of Snow White and the Seven Dwarfs is one to remember indeed, as it was a groundbreaking achievement of its time, in terms of it being the first full-length animated feature film. This film was basically the first way shown how animation could tell full stories and bring joy to an audience without human actors. People everywhere know Snow White and all the dwarves and every time songs are heard from the movie, it brings a smile to everyone's faces. Even though this film held significant importance in terms of the film industry, it really hasn't aged well in terms of the main message viewers get out of it. The story is simple, but it relies on stereotypical fairy tale tropes, as Snow White is depicted as a damsel in distress, waiting for the prince to come save her with the classic true love's kiss. Her character as a young woman, especially today, really can't be compared to the stronger Disney princess heroines who forge their own journey, such as Elsa or Moana. For its time period, it's totally understandable as to why we would see her in this way. The plot is very basic, slow, and all we really get entertained by is when we see all the musical numbers, and maybe the fight scene with Maleficent and the Prince. Despite the film's lovely visuals, it's very cliche, and probably something I won't be rewatching very often for these reasons. Nonetheless, it still deserves praise as it paved the way for other Disney animated features, princesses, and characters to come.",6.0,2024-12-18,0,16,2025-04-20 09:01:00,0
tt0029583,rw10151686,RevanMandalore2025,"The First of Many for Disney, Imperfect yet Timeless","For my very first review on this site, I figured-why not start with Disney's very first animated feature, Snow White and the Seven Dwarfs?

What more can anyone say about this animated classic, nearly a century after its release? It's the movie that faced all the odds, had countless doubters, and yet went the distance, more than earned its place in cinematic history and laid the groundwork for Disney's enduring legacy of animation for generations to come.

The Animation: Good ol'-fashioned 2D animation that's incredibly impressive for the 1930s. Fluid and colorful, it's filled with scenes of joy and heart but isn't afraid to get dark and scary when needed. While it shows its age in places-especially with the slightly awkward facial rotoscoping on Snow White herself, nothing can detract from the blood, sweat, and tears the animators poured into proving that a full-length animated feature could succeed.

The Princess Herself: Compared to modern Disney princesses, with all their nuances and complexities, Snow White's a simpler character. Yet that simplicity works in her favor. She's a genuinely nice, kind, and loving soul-the kind of character you wish we saw more of in the world today. Adriana Caselotti did a wonderful job bringing this beautiful character to life. While she deserved far more recognition and respect from Disney, her performance remains immortal.

The Prince: I wouldn't blame you if you forgot about him-there's not much to say other than...he's nice. He's not exactly bad, just...alright. Perhaps his simplicity was intentional, a way to complement the film's greater strengths while serving as the kind-hearted man Snow White needed.

The Dwarfs: These guys steal the whole show, hands down. Each one has a unique charm, and together they're endlessly entertaining. My personal favorites are Dopey, with his adorably innocent antics, and Grumpy, whose heart shines through by the end.

The Villain: Holy cow, Disney! What a way to kick off your legacy of iconic villains. The Evil Queen is cruel, vain, and selfish enough to want her own stepdaughter dead. First, she demands Snow White's heart in a box. Then, she concocts the infamous poisoned apple-all to destroy one of the gentlest, most loving characters imaginable. Despicable! And yet, she commands a memorable presence, perfectly balancing fear and menace-even in her disguise as an old hag.

The Soundtrack: The music works on every level, from Snow White's sweet songs to the iconic Heigh-Ho anthem of the Dwarfs. The orchestral score adds atmosphere and wonder, enriching the story at every turn. Not a single note feels out of place, it's a perfect example of how a soundtrack can elevate a movie.

Everything Else: The movie balances humor and heart beautifully (who knew Snow White had sass?), with fantastic voice acting all around. It radiates a wholesome charm that countless films today spend hours trying to replicate, and this film does it in just 83 minutes.

Is it perfect?

Heck no, no film is. But the sum of its parts, each wonderful on its own, far outweighs any flaws. As Disney's very first animated feature, Snow White took bold, imperfect first steps when most believed audiences wouldn't sit through a full-length cartoon. In hindsight, those first steps helped pave the way for countless masterpieces to come.

Give it a chance-you might be surprised by its charm, or maybe you'll find it tame and dated. For me, though, it's a timeless piece of work that will stand strong for generations to come.",8.0,2024-11-23,3,1,2025-04-20 09:01:00,0
tt6208148,rw10458911,bryon-88872,Enjoyed it,"After all the bad reviews I went with some trepidation. My fears were unfounded. A very decent movie- perhaps not with the charm of the first one but by no means a waste of time watching it. The cgi "" little peeps"" had some real character. The whole thing was brightly lit and "" not miserable"" as so many movies seem to be these days. I suggest you go and see it and make up your own mind and not listen to others. The songs were well performed, perhaps not as memorable as some Disney tunes but the inclusion of "" Hi Ho"" certainly lifted my spirits. At least one little person left the cinema I was at whistling this.",7.0,2025-04-17,0,9,2025-04-20 09:05:02,0
tt6208148,rw10454163,needhamdave,An Honest To Goodness Phenomenon,"The reviews are so bad on this movie that I realized it was something of a phenomenon. Forget about how much we dislike it in the USA. Every other country dislikes it worse. India is currently rating this film at 1.1. That's phenomenal!

I had to find out why people dislike the movie so much. That's what I was looking for most when I went into the theater, and what I came away with - it's just got no substance. There are some good things, and lots of bad things, but most of all, it's just blah. I kept thinking that they didn't have much of a story to work from in the first place. Then, what they added was poor.

On the good side, Snow White had a beautiful voice. However, they didn't give her anything decent to sing. And they should NOT have let Gal Gadot have a musical number.

There was really no one, and nothing to get excited about. It was dull. And the ending was silly.

On some finer points, there was absolutely no reason for actress Zegler to make a big deal about not needing a man in the movie, because, it seems like she did. And all the noise about magical creatures instead of dwarfs; what's that about? They kind of look like the dwarfs of the 1937 movie to me, and they are never identified as to what they are.

In determining a rating I'm going to base it totally on substance. There are some pleasant parts to the film, but there is no substance.",1.0,2025-04-15,14,2,2025-04-20 09:05:02,0
tt6208148,rw10443156,AndreaC-77,Positives and negatives,"Positives: excellent singing, really good songs and pure Disney tone. Cgi wasn't bad and the acting was professional and at a high standard.
Negatives: Storyline was wayyyyy too basic. You cannot make a film nowadays with a such a bland, simple story with no plot twists, no magic, no wow factors and expect the adult word to enjoy this film. How the heck can Disney execs sign this off I just don't understand. How can they expect a 250million dollar budget film with such a simple story line and no memorable scenes to succeed. Yes the 5 year old me would love this film, but the 20 year old me would just nod off.
I'm sorry Disney please get your act together. You want to sign off a 250 million dollar movie, give us adults a wow factor then!",3.0,2025-04-09,6,13,2025-04-20 09:05:02,0
tt0029583,rw10134534,nataliemichelleatkinson,great movie,"Its a great movie. If you have never seen snow white and the seven dwarfs you need to watch this movie.
Where would the animation world be without the humongous success of Snow White and the Seven Dwarfs? If the movie failed back in 1937, there would be no Disney Company today, no Lion King, and no Disneyland. Disney's Folly, as critics first called it, would probably have scared any other industry from attempting such an ambitious and innovative project. Pixar may not have ever had the chance to put out their groundbreaking features, and even the Disney- and fairy tale-bashing Shrek may never have been made if Snow White didn't set the course for the world of the animated feature.
There must have been tremendous pressure on everyone involved in the making of Snow White, but they did not disappoint. The end result includes a timeless story, classic songs, and beautiful imagery that will live on for future generations to enjoy. In fact, this was only the second movie that captured my nieces' full attention spans (The Lion King being the first).
As you can tell, for an animation and Disney fan like myself, Snow White is a perfect milestone in the movie world. Even compared to the animation and storytelling styles of today, Snow White still stands the test of time. Kudos to everyone involved in this picture as their work will live on forever.",10.0,2024-11-15,2,0,2025-04-20 09:01:00,0
